session.no,Date,Time,Weather,Remarks,rhino.no,Remarks,food.presence,Remarks,food.presence.index,Interval,feed-on,not.feed-on,feed-not.on,not.feed-not.on,mynah.no,Remarks
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,3,0,3,0,1,4,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,4,1,2,0,2,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,5,0,0,0,5,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,6,2,0,0,3,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,7,0,0,0,5,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,8,1,3,0,2,6,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,9,1,1,2,1,5,
25,29/07/2022 (Fri),5:00 PM,Cloudy,,6,,Yes,Few strands on ground,1,10,0,1,0,0,1,
25,29/07/2022 (Fri),5:00 PM,Cloudy,A bit of sun with light rain,6,,Yes,Few strands on ground,1,11,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,A bit of sun with light rain,6,,Yes,Few strands on ground,1,12,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,A bit of sun with light rain,6,,Yes,Few strands on ground,1,13,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,"Slight sun, mostly cloudy with no rain",6,,Yes,Few strands on ground,1,14,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,"Slight sun, mostly cloudy with no rain",6,,Yes,Few strands on ground,1,15,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,"Slight sun, mostly cloudy with no rain",6,,Yes,Few strands on ground,1,16,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,"Slight sun, mostly cloudy with no rain",6,,Yes,Few strands on ground,1,17,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,"Slight sun, mostly cloudy with no rain",6,,Yes,Few strands on ground,1,18,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,Very light rain and cloudy,6,,Yes,Few strands on ground,1,19,0,0,0,0,0,
25,29/07/2022 (Fri),5:00 PM,Cloudy,Very light rain and cloudy,6,,Yes,Few strands on ground,1,20,0,0,0,0,0,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,1,2,0,0,14,16,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,2,0,5,0,15,20,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,3,0,5,1,14,20,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,4,0,1,1,13,15,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,5,0,3,1,10,14,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,6,0,2,0,11,13,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,7,1,0,0,14,15,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,8,0,0,0,14,14,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,9,0,2,0,11,13,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,10,0,2,0,19,21,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,11,0,1,0,14,15,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,12,0,1,1,11,13,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,13,0,1,0,16,17,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,14,0,2,0,10,12,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,15,0,2,0,0,2,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,16,0,0,0,1,1,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,17,0,1,0,0,1,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,18,0,0,0,0,0,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,19,0,0,0,0,0,
26,01/08/2022 (Mon),2:00 PM,Rainy,,6,,Yes,,3,20,0,0,0,0,0,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,1,2,2,0,18,22,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,2,1,1,1,10,13,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,3,1,1,0,12,14,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,4,0,1,0,11,12,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,5,0,0,0,14,14,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,6,0,1,0,12,13,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,7,0,0,0,16,16,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,8,0,2,1,9,12,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,9,1,1,0,10,12,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,10,1,2,1,14,18,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,11,0,1,1,12,14,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,12,0,4,0,17,21,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,13,1,3,0,12,16,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,14,1,3,0,11,15,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,15,1,2,0,10,13,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,16,4,0,0,7,11,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,17,1,1,0,7,9,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,18,4,1,0,2,7,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,19,0,2,0,0,2,
27,01/08/2022 (Mon),5:00 PM,Sunny,,7,,Yes,Very few strands on ground,1,20,2,0,0,0,2,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,1,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,2,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,3,0,0,0,1,1,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,4,0,0,0,1,1,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,5,0,0,0,5,5,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,6,0,0,0,3,3,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,7,0,1,0,4,5,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,8,0,0,0,3,3,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,9,0,1,0,4,5,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,10,0,0,0,10,10,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,11,1,0,0,11,12,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,12,1,5,0,4,10,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,13,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,14,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,15,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,16,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,17,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,18,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,19,0,0,0,0,0,
28,02/08/2022 (Tue),2:00 PM,Cloudy,,7,,Yes,,3,20,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,1,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,2,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,3,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,4,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,5,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,6,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,7,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,8,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,9,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,10,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,11,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,12,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,13,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,14,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,15,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,16,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,17,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,18,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,19,0,0,0,0,0,
29,02/08/2022 (Tue),5:00 PM,Rainy,,7,,Yes,Very few strands on ground (wet),1,20,0,0,0,0,0,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,1,2,0,0,22,24,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,2,2,2,0,20,24,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,3,1,3,0,21,25,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,4,2,2,0,17,21,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,5,2,0,0,14,16,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,6,2,0,0,11,13,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,7,0,2,0,16,18,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,8,2,3,0,15,20,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,9,2,3,0,11,16,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,10,3,0,0,10,13,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,11,2,3,0,10,15,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,12,2,2,0,8,12,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,13,1,3,0,6,10,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,14,0,2,0,5,7,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,15,1,1,0,11,13,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,16,0,2,0,5,7,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,17,1,1,0,1,3,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,18,1,1,0,0,2,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,19,1,0,0,3,4,
30,03/08/2022 (Wed),2:00 PM,Cloudy,,6,,Yes,,3,20,1,0,0,4,5,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,1,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,2,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,3,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,4,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,5,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,6,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,7,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,8,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,9,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,10,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,11,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,12,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,13,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,14,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,15,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,16,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,17,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,18,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,19,0,0,0,0,0,
31,03/08/2022 (Wed),5:00 PM,Cloudy,,7,,Yes,Very few strands on ground,1,20,0,0,0,0,0,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,1,0,1,0,6,7,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,2,1,0,0,11,12,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,3,1,0,0,9,10,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,4,0,2,0,12,14,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,5,1,1,0,10,12,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,6,0,3,0,9,12,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,7,0,3,0,10,13,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,8,0,0,0,11,11,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,9,1,0,0,15,16,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,10,0,6,1,7,14,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,11,1,4,1,6,12,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,12,0,3,0,7,10,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,13,1,4,1,6,12,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,14,1,0,0,2,3,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,15,1,0,0,3,4,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,16,0,0,0,0,0,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,17,0,0,0,0,0,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,18,0,0,0,0,0,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,19,0,0,0,0,0,
32,04/08/2022 (Thu),2:00 PM,Cloudy,,7,,Yes,,3,20,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,1,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,2,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,3,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,4,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,5,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,6,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,7,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,8,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,9,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,10,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,11,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,12,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,13,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,14,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,15,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,16,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,17,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,18,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,19,0,0,0,0,0,
33,04/08/2022 (Thu),5:00 PM,Cloudy,,4,,Yes,"Few strands on ground, browse hanging",1,20,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,1,3,2,0,11,16,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,2,1,7,0,7,15,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,3,0,3,0,11,14,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,4,0,0,0,9,9,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,5,0,0,0,7,7,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,6,0,0,0,15,15,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,7,1,0,0,15,16,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,8,0,1,0,13,14,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,9,1,4,0,6,11,Something made birds move during scan (could be the sound of the back-of-house door opening) - some flew away and some flew onto rhino.
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,10,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,11,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,12,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,13,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,14,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,15,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,16,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,17,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,18,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,19,0,0,0,0,0,
34,05/08/2022 (Fri),2:00 PM,Cloudy,,7,,Yes,,3,20,0,0,0,0,0,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,1,0,0,0,0,0,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,2,0,0,1,0,1,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,3,0,1,0,0,1,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,4,0,0,0,1,1,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,5,1,0,0,0,1,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,6,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,7,1,0,1,1,3,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,8,1,1,0,1,3,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,9,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,10,1,0,1,1,3,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,11,2,0,0,1,3,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,12,1,1,0,2,4,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,13,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,14,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,15,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,16,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,17,1,0,0,1,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,18,0,1,1,0,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,19,1,1,0,0,2,
35,05/08/2022 (Fri),5:00 PM,Cloudy,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,20,1,0,0,0,1,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,1,1,0,0,7,8,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,2,1,0,0,2,3,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,3,0,1,1,2,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,4,0,0,0,1,1,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,5,0,2,1,6,9,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,6,0,0,0,2,2,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,7,0,2,0,2,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,8,1,0,0,6,7,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,9,1,2,0,4,7,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,10,0,1,0,3,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,11,0,1,0,3,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,12,0,1,0,4,5,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,13,0,1,0,2,3,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,14,0,1,0,3,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,15,1,1,0,2,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,16,1,1,0,1,3,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,17,1,1,1,1,4,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,18,0,2,0,1,3,
36,08/08/2022 (Mon),2:00 PM,Sunny,,7,,Yes,"Very few strands on ground, a bit of browse hanging",1,19,1,0,0,5,6,
